"Country","Sample","X","Y","aet_03","aet_04","aet_05","aet_06","aet_07","aet_08","aet_09","aet_10","aet_lt","def_03","def_04","def_05","def_06","def_07","def_08","def_09","def_10","def_lt","moist_03","moist_04","moist_05","moist_06","moist_07","moist_08","moist_09","moist_10","moist_lt","name","pdsi_03","pdsi_04","pdsi_05","pdsi_06","pdsi_07","pdsi_08","pdsi_09","pdsi_10","pdsi_lt","pet_03","pet_04","pet_05","pet_06","pet_07","pet_08","pet_09","pet_10","pet_lt","pr_03","pr_04","pr_05","pr_06","pr_07","pr_08","pr_09","pr_10","pr_lt","srad_03","srad_04","srad_05","srad_06","srad_07","srad_08","srad_09","srad_10","srad_lt","swe_03","swe_04","swe_05","swe_06","swe_07","swe_08","swe_09","swe_10","swe_lt","tmmn_03","tmmn_04","tmmn_05","tmmn_06","tmmn_07","tmmn_08","tmmn_09","tmmn_10","tmmn_lt","tmmx_03","tmmx_04","tmmx_05","tmmx_06","tmmx_07","tmmx_08","tmmx_09","tmmx_10","tmmx_lt","vap_03","vap_04","vap_05","vap_06","vap_07","vap_08","vap_09","vap_10","vap_lt","vpd_03","vpd_04","vpd_05","vpd_06","vpd_07","vpd_08","vpd_09","vpd_10","vpd_lt","bulk","clay","ph","soc","water","soil_moisture_03","soil_moisture_03_1","soil_moisture_05","soil_moisture_06","soil_moisture_07","soil_moisture_08","soil_moisture_09","soil_moisture_10","soil_moisture_lt","evi_03","evi_04","evi_05","evi_06","evi_07","evi_08","evi_09","evi_10","evi_lt","ndvi_03","ndvi_04","ndvi_05","ndvi_06","ndvi_07","ndvi_08","ndvi_09","ndvi_10","ndvi_lt","fpar_03","fpar_04","fpar_05","fpar_06","fpar_07","fpar_08","fpar_09","fpar_10","fpar_lt","lai_03","lai_04","lai_05","lai_06","lai_07","lai_08","lai_09","lai_10","lai_lt","gpp_03","gpp_04","gpp_05","gpp_06","gpp_07","gpp_08","gpp_09","gpp_10","gpp_lt","npp_03","npp_04","npp_05","npp_06","npp_07","npp_08","npp_09","npp_10","npp_lt","height","gHM"
"Sweden","MAPP_128",17.299372,59.953075,29.7,52.9,78,92.5,99.9,78.7,37.5,22.5,37.53833333,0,5,1,14.8,23.3,0,6,0,10.08333333,157,148.3,146.8,123.9,95.9,131.4,123.5,155.9,111.6966667,"LarsOls-kärret",-4.3,-4.03,-2.42,-1.35,-1.06,2.75,2.08,2.02,-1.8515,29.7,57.9,78.9,107.3,123.2,78.7,43.5,22.5,47.62166667,20,37,81,73,76,120,31,58,49.3,95.2,162.5,209.7,232.4,229.4,167.5,107.4,47.5,113.6933333,9,0,0,0,0,0,0,0,17.68333333,-0.6,-0.4,3.9,12.4,14.8,9.8,7.3,5.2,3.446666667,5.8,8.4,14.7,22.3,24.5,18.6,14.6,10.8,10.68666667,0.489,0.483,0.86,1.366,1.533,1.289,1.048,0.912,0.8228,0.27,0.37,0.38,0.71,0.85,0.39,0.3,0.18,0.338833333,900,1300,440,170,35,0.28444308,0.32310084,0.38298514,0.35785013,0.31580442,0.37826243,0.35801682,0.3979741,0.33589542,0.25775,0.28845,0.2988,0.3803,0.39445,0.35685,0.2996,0.2733,0.294597368,0.72265,0.6601,0.7025,0.8405,0.82345,0.82555,0.7983,0.8112,0.64629386,0.50625,0.635714286,0.51375,0.77125,0.827142857,0.7,0.59125,0.494285714,0.54795207,1.0625,1.585714286,1.325,3.7,3.985714286,2.85,1.6375,1.771428571,1.872331155,0.0099,0.0187,0.03405,0.071725,0.052625,0.05035,0.021125,0.006633333,0.024138261,0.008175,0.0158,0.02875,0.04925,0.03185,0.0336,0.0149,0.001766667,0.01694913,59,0.20957993
"Sweden","MAPP_129",17.32453,59.947705,29.7,52.9,78,92.5,99.9,78.7,37.5,22.5,37.53833333,0,5,1,14.8,23.3,0,6,0,10.08333333,157,148.3,146.8,123.9,95.9,131.4,123.5,155.9,111.6966667,"Fäbodmossen",-4.3,-4.03,-2.42,-1.35,-1.06,2.75,2.08,2.02,-1.8515,29.7,57.9,78.9,107.3,123.2,78.7,43.5,22.5,47.62166667,20,37,81,73,76,120,31,58,49.3,95.2,162.5,209.7,232.4,229.4,167.5,107.4,47.5,113.6933333,9,0,0,0,0,0,0,0,17.68333333,-0.6,-0.4,3.9,12.4,14.8,9.8,7.3,5.2,3.446666667,5.8,8.4,14.7,22.3,24.5,18.6,14.6,10.8,10.68666667,0.489,0.483,0.86,1.366,1.533,1.289,1.048,0.912,0.8228,0.27,0.37,0.38,0.71,0.85,0.39,0.3,0.18,0.338833333,810,1300,440,175,36,0.28444308,0.32310084,0.38298514,0.35785013,0.31580442,0.37826243,0.35801682,0.3979741,0.33589542,0.26015,0.2524,0.27405,0.36845,0.304,0.33635,0.3297,0.2483,0.268846957,0.7021,0.64945,0.66,0.7715,0.7829,0.81955,0.74835,0.7615,0.622405217,0.53625,0.682857143,0.54375,0.71375,0.845714286,0.5475,0.69375,0.445714286,0.528431373,0.9625,1.914285714,1.3375,2.9125,3.728571429,1.9625,1.8,1.328571429,1.699782135,0.009725,0.017666667,0.034,0.064,0.06675,0.046075,0.020325,0.005266667,0.023957826,0.00805,0.015066667,0.029125,0.0498,0.04065,0.03235,0.014875,0.003,0.017011304,58,0.28861746
"Sweden","MAPP_130",15.47928,58.534878,30.8,50.6,84.2,84.9,64.5,83.5,46.7,24.6,37.43,0,10.5,0,32.2,59.1,0,0,0,13.73833333,105.1,87.1,102.2,49.3,30.9,35,54.8,88,65.83833333,"våxmossen",-3.14,-3.11,-0.82,2.34,1.42,1.89,1.95,2.1,-2.0275,30.8,61.1,84.2,117,123.6,83.5,46.7,24.6,51.16833333,37,30,105,34,48,92,70,61,46.96666667,99.2,161.3,216.6,233.1,219.1,167.6,109.8,52.7,114.8533333,5,0,0,0,0,0,0,0,9.583333333,-0.4,-0.4,4.9,12.9,14.7,10.1,8.1,5.5,4.023333333,6.6,9.2,16.1,23.4,25.2,19.8,16.1,11.8,11.80833333,0.543,0.49,0.904,1.301,1.557,1.318,1.153,0.95,0.8571,0.24,0.39,0.45,0.89,0.89,0.46,0.31,0.2,0.367666667,860,1600,430,130,34,0.2886462,0.35132807,0.38429055,0.31486455,0.3045041,0.3391244,0.3164333,0.38198283,0.31328422,0.30735,0.24825,0.32405,0.3704,0.47825,0.42195,0.374,0.3431,0.337375652,0.6508,0.5287,0.67035,0.72055,0.7758,0.75945,0.76255,0.7689,0.639144348,0.705,0.658571429,0.745,0.77125,0.848571429,0.655,0.6775,0.764285714,0.535620915,1.625,1.6,2.4875,3.275,3.671428571,2.6625,2.5625,2.814285714,1.682570806,0.01205,0.0182,0.041175,0.067975,0.062275,0.0472,0.0239,0.010366667,0.024166522,0.0101,0.016333333,0.036075,0.05225,0.04575,0.03705,0.01705,0.0058,0.018976087,88,0.4493762
"Canada","MAPP_131",-63.59105,50.2548,0,34.4,75,91.5,89.9,70.2,56.2,31.9,33.66666667,0,0,0,0,7.1,17.9,0,0,5.418333333,37.6,37.6,37.6,37.6,25.5,12.9,37.6,37.6,32.15833333,"",-1.12,-0.68,-0.63,2.45,2.27,1.22,3.06,3.41,-4.061166667,0,34.4,75,91.5,97,88.1,56.2,31.9,39.085,58,98,99,143,82,61,210,144,73.9,144.9,188.8,214.6,229.6,215.9,189.2,133.7,79.9,138.9266667,461,90,1,0,0,0,0,0,112.2833333,-10.1,-1.5,2.1,8.3,11.2,12.3,8.5,4.4,-2.42,-0.7,5.9,10.5,16.8,19.5,21,16.5,11.7,6.395,0.33,0.588,0.664,1.082,1.356,1.524,1.231,0.921,0.661583333,0.1,0.15,0.33,0.43,0.45,0.44,0.27,0.19,0.220833333,950,1600,560,110,45,0.64556074,0.64556074,0.64556074,0.64556074,-9999,-9999,0.64556074,0.64556074,0.62326264,-0.0363,0.2467,0.26,0.33285,0.3685,0.3198,0.3115,0.2856,0.144737391,-0.0343,0.54795,0.59205,0.6717,0.6893,0.6967,0.6644,0.618,0.3218,0.00125,0.235714286,0.265,0.47125,0.591428571,0.59,0.39625,0.451428571,0.243318777,0,0.4,0.6,1.175,1.628571429,1.4375,0.7875,0.685714286,0.534497817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.37972027
"Canada","MAPP_132",-62.03592,50.22827,0,43,75.3,88.9,93.6,77.9,55.4,34,34.5,0,0,0,0,0,3.4,0,0,3.801666667,40.9,40.9,40.9,40.9,40.9,35.1,40.9,40.9,35.38,"",-1.74,-1.01,-0.99,2.05,2.2,1.66,3.97,2.71,-3.514833333,0,43,75.3,88.9,93.6,81.3,55.4,34,38.30166667,69,129,95,163,102,76,221,60,79.61666667,143.9,184.1,210.9,228.5,213.3,187.2,133.3,81,137.09,425,37,0,0,0,0,0,0,127.6333333,-10.1,-0.9,1.7,7.6,10.4,11.9,7.9,3.7,-2.6,-0.3,6.7,10.8,16.9,19.4,21,16.6,11.4,6.636666667,0.318,0.588,0.674,1.108,1.367,1.614,1.233,0.879,0.660483333,0.12,0.19,0.32,0.38,0.4,0.33,0.25,0.2,0.209833333,930,1300,460,140,40,0.19883566,0.35986167,0.45318574,0.41933912,0.42729053,0.41642657,0.47795764,0.44055414,0.37472725,0.00855,0.26505,0.27125,0.3748,0.4353,0.3543,-9999,0.2838,0.167702299,0.00855,0.54795,0.56555,0.7447,0.734,0.7173,-9999,0.6012,0.31555977,0.0275,0.185714286,0.2825,0.3725,0.558571429,0.55375,0.42875,0.378571429,0.246579521,0.0375,0.357142857,0.625,0.95,1.642857143,1.3875,0.9,0.571428571,0.562091503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.20804249
"Canada","MAPP_133",-61.67392,50.15443,0,44.6,77.9,90.6,91.6,81.1,54.2,33.8,34.67666667,0,0,0,0,0,0.5,0,0,3.83,39.7,39.7,39.7,39.7,39.7,38.8,39.7,39.7,34.325,"",-1.62,-0.95,-0.75,2.39,2.85,2.32,4.52,3.13,-3.195333333,0,44.6,77.9,90.6,91.6,81.6,54.2,33.8,38.50666667,75,134,106,177,114,84,214,59,83.13333333,141.4,181.1,210.7,229.9,213.7,186.4,133.7,81.2,135.7,419,18,0,0,0,0,0,0,133.75,-10.1,-0.3,2.5,8.1,10.4,12.3,8.2,3.6,-2.371666667,-0.5,7.3,11.3,17.2,19,21.1,16.7,11.3,6.69,0.326,0.625,0.711,1.138,1.375,1.635,1.269,0.879,0.669516667,0.11,0.19,0.33,0.39,0.36,0.34,0.23,0.19,0.208,980,1300,510,160,37,0.19317956,0.3442022,0.38378984,0.3852988,0.36096376,0.36654043,0.40188903,0.44927743,0.35846338,0.00365,0.24395,-9999,0.4303,-9999,-9999,0.3402,0.246,0.142513846,0.0067,0.524,-9999,0.7909,-9999,-9999,0.6457,0.6026,0.253776923,0.0075,0.171428571,0.22625,0.31125,0.478571429,0.445,0.3525,0.32,0.208148148,0,0.342857143,0.525,0.7625,1.3,1.0125,0.775,0.485714286,0.457734205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.03625943
"Canada","MAPP_134",-63.333046,50.829165,0,37.4,76.5,88.9,86,82.4,48.2,30.2,32.51166667,0,0,0,0,6.1,0,0,0,2.641666667,31,31,31,31,20.6,20.9,31,31,28.245,"",2.37,2.36,1.69,2.44,1.98,1.15,2.85,1.99,-3.5305,0,37.4,76.5,88.9,92.1,82.4,48.2,30.2,35.15333333,66,102,85,148,80,87,182,90,78.58333333,145.4,186.8,210.1,223.2,210.5,181.9,129.3,76.3,134.9316667,528,103,1,0,0,0,0,0,129.8666667,-13,-2,1.4,7,9.1,11,5.6,2,-4.815,-2.4,6.4,10.3,16.6,18.3,20.4,14.2,9.2,4.756666667,0.259,0.543,0.608,1.026,1.21,1.438,1.079,0.733,0.569983333,0.11,0.2,0.36,0.42,0.42,0.42,0.19,0.2,0.224,880,800,500,95,39,-9999,0.52696,0.6667876,0.66851246,0.66851246,0.66851246,0.66851246,0.66851246,0.6582162,0.04075,0.0857,0.2394,0.32155,0.35785,0.3364,0.26785,0.2141,0.166333043,0.04885,0.1244,0.55945,0.67545,0.70885,0.70775,0.69545,0.6252,0.331533043,0.04,0.051428571,0.35625,0.53625,0.63,0.64125,0.38625,0.515714286,0.281026201,0.0875,0.071428571,0.9,1.5375,2.014285714,1.85,0.85,0.842857143,0.698908297,2.5e-05,0.0017,0.018325,0.040225,0.04955,0.0433,0.0174,0.0092,0.014797826,0,0.001566667,0.015825,0.0344,0.0404,0.03345,0.014875,0.007566667,0.012366087,386,0.011482155
"Canada","MAPP_135",-64.35123,50.2894,0,38.6,72.7,84,85,64.1,52.7,33.3,32.17,0,0,0,0,6.6,20.3,0,0,5.073333333,33.4,33.4,33.4,33.4,22,11.4,33.4,33.4,28.88333333,"",-0.77,2.3,1.91,2.4,2.14,1.09,2.57,3.61,-3.830166667,0,38.6,72.7,84,91.6,84.5,52.7,33.3,37.24333333,62,120,90,122,78,56,196,180,73.23333333,147.5,189.4,216.3,230.5,216.8,190,133.3,79.4,139.35,437,64,1,0,0,0,0,0,104.2166667,-9.8,-1.7,1.5,6.6,9.9,11.7,7.7,4.4,-2.426666667,0.5,6.6,10.6,16.1,18.9,20.8,16.3,12.1,6.935,0.33,0.587,0.682,1.077,1.325,1.524,1.227,0.921,0.664183333,0.13,0.17,0.3,0.33,0.38,0.4,0.23,0.21,0.212166667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00085,-0.0435,0.1118,0.3695,0.3575,-9999,-9999,-9999,0.0856,0.00055,-0.1077,0.3927,0.6531,0.6679,-9999,-9999,-9999,0.206878378,0.04125,0.375714286,0.3125,0.47,0.624285714,0.74375,0.34625,0.542857143,0.288515284,0.05,0.728571429,0.7625,1.2,2.014285714,2.55,0.725,0.9,0.689737991,7.5e-05,0.013733333,0.0175,0.0394,0.057825,0.04475,0.019425,0.0131,0.016968261,7.5e-05,0.012333333,0.0157,0.034175,0.047125,0.033975,0.016925,0.0108,0.014403913,0,0.22032446
"Canada","MAPP_136",-65.226414,50.314641,0,41.3,75.5,87.4,87.9,66.9,53.5,31.3,33.30166667,0,0,0,0,6.2,20.3,0,0,4.61,27.9,27.9,27.9,27.9,17.3,9.3,27.9,27.9,24.17666667,"",2.39,2.4,1.97,2.04,1.87,0.98,2.23,3.06,-2.954333333,0,41.3,75.5,87.4,94.1,87.2,53.5,31.3,37.91166667,77,116,88,100,81,62,184,156,76.65,146.2,190.7,217.4,231.3,217.7,189.8,132.6,78.7,138.2866667,447,43,1,0,0,0,0,0,110.1666667,-10.1,-1.3,1.8,6.9,10.1,11.7,7.2,3.9,-2.728333333,0.1,6.9,11.1,16.6,19.3,21.3,16.4,11.8,6.878333333,0.324,0.602,0.69,1.082,1.335,1.527,1.207,0.914,0.653733333,0.13,0.18,0.32,0.36,0.41,0.43,0.24,0.19,0.218833333,820,800,470,165,36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0108,0.23515,0.2753,0.36585,0.38765,0.389,0.3446,0.3107,0.180936522,-0.01035,0.4405,0.56205,0.6581,0.7007,0.66655,0.66385,0.6232,0.332935652,0.03125,0.314285714,0.3375,0.595,0.641428571,0.755,0.5225,0.642857143,0.32930131,0.05,0.6,0.8125,1.675,1.942857143,2.5375,1.6625,1.171428571,0.862008734,5e-05,0.011566667,0.020975,0.048225,0.05305,0.051075,0.0323,0.012333333,0.017656522,5e-05,0.0105,0.018475,0.0412,0.0445,0.03785,0.023975,0.009866667,0.01480087,111,0.018656347
"Canada","MAPP_137",-66.678703,50.201439,0,46.4,86.6,104.9,103.4,79.1,56,30.6,38.96833333,0,0,0,0.3,0,13.1,0,0,2.35,25.6,25.6,25.6,25,25.6,9.4,25.6,25.6,23.095,"",2.67,2.05,1.7,1.66,1.76,0.99,2.03,2.21,-0.559666667,0,46.4,86.6,105.2,103.4,92.2,56,30.6,41.31833333,88,95,106,110,110,66,154,133,91.68333333,147.4,191,218,231.5,219.2,190.8,132.8,78.9,139.2366667,475,24,0,0,0,0,0,0,134.5166667,-12,-1.1,2.2,9.1,10.5,11.5,7.2,3.4,-3.528333333,0,7.8,13.1,19.3,20.2,21.8,17.1,11.8,7.125,0.305,0.605,0.7,1.125,1.325,1.501,1.226,0.921,0.656166667,0.12,0.21,0.42,0.58,0.5,0.49,0.26,0.16,0.238833333,760,800,450,160,56,0.2086081,0.2823418,0.45508853,0.48621598,0.49701172,0.4860071,0.5086217,0.51541513,0.41612098,-0.0225,0.2106,0.3115,0.3554,0.45255,0.29225,0.32785,0.2767,0.188015652,-0.0221,0.47095,0.62975,0.7013,0.74565,0.53815,0.70795,0.6691,0.358033043,0.05125,0.232857143,0.41,0.5975,0.617142857,0.66875,0.4525,0.49,0.332598253,0.1,0.414285714,0.975,2.0875,2.414285714,2.15,0.95,0.928571429,0.90349345,0,0.011533333,0.02275,0.059525,0.067825,0.04755,0.025175,0.012133333,0.018941304,0,0.010633333,0.02015,0.050275,0.052225,0.034825,0.0212,0.009866667,0.015635217,76,0.2121309
"Canada","MAPP_138",-68.342431,49.173828,0,47.6,89.6,102,90.7,37.4,65.2,33.3,40.76166667,0,0,0,9.4,19.1,59.8,0,0,4.72,36.9,36.9,36.9,20.7,11.8,8.6,36.9,36.9,31.4,"",1.38,-1.43,-1.67,-1.54,-1.63,-2.95,-1.97,-0.83,0.521166667,0,47.6,89.6,111.5,109.7,97.2,65.2,33.3,45.48166667,70,64,81,90,86,36,151,141,93.86666667,149.6,195.9,223.8,236.3,222.9,198,139,81.4,142.905,405,24,0,0,0,0,0,0,129.25,-10.1,-1,3.1,9.3,10.2,11.5,8,4.5,-2.218333333,0.3,7.4,13.8,20.7,21.6,22.7,18.3,13,8.215,0.331,0.594,0.749,1.197,1.386,1.553,1.245,0.997,0.706266667,0.13,0.21,0.42,0.62,0.53,0.51,0.35,0.18,0.261,870,1200,470,120,38,0.36770368,0.30611068,0.42531338,0.3938938,0.43659428,0.42094523,0.4663518,0.45924327,0.442239,0.02425,0.22725,0.27875,0.3172,0.3592,0.32105,0.29425,0.2374,0.18354,0.03525,0.5049,0.6021,0.67405,0.7038,0.72435,0.65645,0.6803,0.371745217,0.065,0.237142857,0.2625,0.43375,0.468571429,0.4925,0.33375,0.268571429,0.240240175,0.0875,0.514285714,0.75,1.4,1.542857143,1.5,0.7625,0.457142857,0.645414847,0.000325,0.0108,0.020975,0.04795,0.05415,0.04265,0.026025,0.008866667,0.01724913,0.000325,0.009833333,0.0188,0.04285,0.047325,0.03595,0.02295,0.008066667,0.015211739,61,0.36308497
"France","MAPP_139",3.6646,45.9558,52.2,59.6,91.7,117.8,123.3,79.1,78.7,54.5,52.88,7.2,15,2.8,0,0,32.4,0,0,21.79833333,85.1,64.2,61.6,76.7,80.1,38.8,42.9,44.3,58.86,"Tourbière du Sapey",-5.18,-5.17,-4.98,-3.92,-2.23,-2.64,-2.25,-2.17,-4.921166667,59.4,74.6,94.5,117.8,123.3,111.5,78.7,54.5,74.67833333,42,41,94,140,133,40,87,59,63.71666667,145,182.6,218.9,249.3,250.5,217.8,161.1,107.5,154.865,0,0,0,0,0,0,0,0,1.533333333,0.2,1,4.5,11.2,10.8,10.5,10.7,5.4,5.32,10,11.3,15,22,22,21.9,20.7,13.8,14.62333333,0.579,0.576,0.818,1.298,1.373,1.285,1.279,0.859,0.875316667,0.35,0.43,0.46,0.69,0.6,0.67,0.59,0.38,0.496333333,860,1600,510,100,37,0.21499722,0.16225672,0.22845334,0.1965451,0.2469916,0.18761079,0.2461491,0.23480242,0.21864568,0.2849,0.3643,0.37305,0.4698,0.42735,0.4425,0.40145,0.3905,0.353971304,0.78545,0.75215,0.8243,0.85065,0.835,0.87935,0.87625,0.8499,0.762414783,0.53375,0.597142857,0.54125,0.7175,0.661428571,0.7525,0.53875,0.768571429,0.596884532,1.575,1.942857143,1.85,3.2,3.185714286,3.375,1.875,2.914285714,2.347712418,0.0182,0.027766667,0.039375,0.046175,0.062475,0.05885,0.038075,0.0204,0.030724783,0.01545,0.023866667,0.033875,0.038775,0.048275,0.045125,0.026925,0.0169,0.022641739,1049,0.20608032
"France","MAPP_140",2.84594,45.48079,46.5,57.9,82.7,108.5,120.1,83.4,80,56.3,53.155,0,8,0,0,1.1,29.5,0,0,19.27166667,73.9,60.1,73.9,73.9,72,27.2,50.7,53.8,52.795,"La Barthe",-3.26,-3.53,-3.56,-2,-0.63,-0.97,-0.59,-0.88,-4.346,46.5,65.9,82.7,108.5,121.2,112.9,80,56.3,72.42666667,53,46,104,171,125,41,109,63,78.9,148.1,186.5,222.3,251,254,226.4,168.3,113.6,158.0333333,1,0,0,0,0,0,0,0,4.166666667,-2.2,-1.4,1.9,8.5,9,8.8,8.8,3.5,3.53,7.5,8.8,12.6,19.6,20.4,20.4,19,12.2,12.98,0.538,0.519,0.769,1.179,1.224,1.169,1.139,0.756,0.7834,0.24,0.33,0.31,0.52,0.55,0.6,0.53,0.35,0.4335,1100,1900,590,60,40,0.2624883,0.19114313,0.21891966,0.16803813,0.20520183,0.16865507,0.20967293,0.22386718,0.20403774,0.32975,0.37715,0.4168,0.7183,0.67595,0.59755,0.6069,0.5535,0.361611304,0.4848,0.5724,0.53835,0.86575,0.8433,0.79115,0.80655,0.7542,0.519586087,0.345,0.475714286,0.5,0.74375,0.615714286,0.6875,0.7275,0.784285714,0.423464052,0.6,1.071428571,1.45,3.7875,2.471428571,2.35,3.1125,1.985714286,1.251416122,0.011,0.0182,0.029925,0.07005,0.074725,0.059875,0.03455,0.022833333,0.02573087,0.009675,0.015533333,0.025075,0.04875,0.053475,0.0466,0.022475,0.0175,0.019654348,1191,0.32722214
"France","MAPP_141",2.93149,45.46788,49.8,59.7,85.1,110.4,117.8,71.7,80.5,56.5,52.16333333,0.9,8.8,0,0,4.8,41.6,0,0,21.10833333,68.9,54.3,58,70.4,62.2,25.7,46.4,46.6,47.91833333,"Lac tourbière de Bourdouze",-3.52,-3.67,-3.72,-2.08,-0.73,-1.1,-0.7,-1,-4.455666667,50.6,68.5,85.1,110.4,122.6,113.3,80.5,56.5,73.27166667,50,48,94,172,115,37,107,60,73.5,148.4,187.1,222.8,251.6,257.1,226.6,167.8,113.2,158.46,0,0,0,0,0,0,0,0,3.283333333,-1.9,-1,2.4,8.9,9.4,9.2,9.1,3.9,3.816666667,8,9.4,13.2,20,20.9,20.8,19.5,12.6,13.36833333,0.538,0.53,0.787,1.201,1.269,1.195,1.16,0.771,0.802566667,0.27,0.35,0.34,0.54,0.56,0.62,0.56,0.37,0.4445,1170,1800,560,45,35,0.2539365,0.18308093,0.2116289,0.16303016,0.20118222,0.16379136,0.21913683,0.2116397,0.20265453,0.18705,0.2487,0.31675,0.40575,0.4956,0.42015,0.3792,0.346,0.270232174,0.50665,0.56165,0.6177,0.7598,0.85015,0.792,0.7582,0.7619,0.561931304,0.30125,0.418571429,0.435,0.66875,0.72,0.79625,0.5825,0.69,0.44167756,0.65,0.942857143,1.175,3.55,3.7,3.625,2.1875,1.728571429,1.342265795,0.01015,0.015633333,0.024475,0.0575,0.06725,0.061625,0.031675,0.019033333,0.025472174,0.00885,0.0131,0.021075,0.040825,0.049425,0.042825,0.020825,0.015566667,0.018886087,1167,0.3436618
"France","MAPP_142",2.92313,45.38494,45.6,60.1,83,110.2,117.1,71.9,80.5,56.3,52.87666667,0,6.4,0,0,5,41.9,0,0,19.98166667,71.7,60.8,69.9,71.7,63.1,26.2,51.6,52.4,50.575,"Sagnes de la Godivelle",-3.26,-3.46,-3.52,-1.91,-0.65,-1.06,-0.65,-0.99,-4.316833333,45.6,66.4,83,110.2,122.1,113.8,80.5,56.3,72.85833333,54,51,97,171,114,37,112,60,78.15,148.3,187.2,223.7,253.4,255.7,227.4,169.4,114.5,158.7333333,1,0,0,0,0,0,0,0,4,-2.2,-1.4,2,8.5,9.1,8.9,8.8,3.5,3.523333333,7.5,8.9,12.6,19.6,20.5,20.5,19,12.1,12.99166667,0.547,0.52,0.771,1.17,1.23,1.166,1.137,0.752,0.78205,0.23,0.33,0.31,0.53,0.56,0.61,0.53,0.35,0.433833333,1190,2000,580,45,37,0.2539365,0.18308093,0.2116289,0.16303016,0.20118222,0.16379136,0.21913683,0.2116397,0.20265453,0.2097,0.22835,0.3379,0.49445,0.44655,0.38575,0.51835,0.413,0.295034211,0.49375,0.5595,0.48555,0.82155,0.75765,0.73435,0.75055,0.6298,0.525895614,0.2775,0.378571429,0.5075,0.72125,0.595714286,0.6275,0.5725,0.594285714,0.395272331,0.4875,0.842857143,1.5875,2.7375,2.157142857,1.8625,1.475,1.057142857,1.125925926,0.010025,0.014566667,0.0273,0.062525,0.05705,0.049125,0.0328,0.0169,0.023930435,0.008675,0.0124,0.0232,0.04775,0.0456,0.039575,0.0257,0.014166667,0.018821304,1200,0.30159968
"France","MAPP_153",3.967489,45.475279,49.8,61.8,89.5,108.4,120.6,81.7,74.2,55.3,51.75166667,4.6,8,0,5.6,0,32.6,8.9,0,20.65666667,60.7,49.3,68.7,59,68.7,25.3,21.3,63,45.57,"La Chaulme",-5.2,-5.19,-4.77,-4.2,-2.43,-2.76,-2.71,-2.44,-4.317,54.4,69.9,89.5,114,120.6,114.3,83,55.3,72.40833333,43,53,123,104,142,40,74,102,71.96666667,150.8,184.2,222.5,251.4,254.7,222.9,164.5,111,157.885,0,0,0,0,0,0,0,0,3.466666667,-1.3,-0.4,3.3,9.7,9.8,9.8,9.9,4.1,4.121666667,7.9,9.3,13.2,20.3,20.7,20.8,19.5,12,13.05166667,0.519,0.522,0.757,1.212,1.297,1.185,1.151,0.772,0.800333333,0.29,0.36,0.39,0.59,0.53,0.65,0.6,0.34,0.446666667,970,1400,500,70,35,0.22795282,0.17686805,0.21033563,0.1688608,0.213104,0.17974651,0.20224035,0.21689992,0.21843739,0.29745,0.3291,0.50945,0.55875,0.4926,0.40765,0.38235,0.3391,0.366710435,0.52605,0.7081,0.891,0.8684,0.8729,0.8635,0.84815,0.8264,0.743348696,0.45375,0.562857143,0.57375,0.65875,0.737142857,0.8,0.675,0.704285714,0.538649237,1.0125,1.542857143,2.2875,3.225,3.971428571,4.1375,2.725,2.214285714,1.993028322,0.015425,0.0233,0.033225,0.059025,0.068575,0.063875,0.038325,0.023633333,0.02834087,0.013775,0.020466667,0.028775,0.04485,0.0515,0.046725,0.02815,0.019766667,0.021026957,1103,0.3644465
